L_HUNDRED,STNAME,SEG_ID,CustCount,LAT,LNG
2400,N OPAL ST,521560,28,39.99127846901208,-75.16436711261873
2500,N 19TH ST,520859,1,39.99327098788654,-75.16289762289829
2500,N GARNET ST,521561,16,39.99257754285771,-75.1636168482749
2400,N GARNET ST,520858,11,39.99122258042711,-75.16391016274856
2500,STEWART ST,521355,2,39.97790618782393,-75.177172084461
2400,HARLAN ST,521222,6,39.97703528113867,-75.17573614595057
2100,SHARSWOOD ST,521279,2,39.97674189877503,-75.17086985638225
2300,SHARSWOOD ST,521220,5,39.97715875083048,-75.17407266898758
2400,SHARSWOOD ST,521219,11,39.97735864408144,-75.17565904766985
1400,N 25TH ST,521198,1,39.97729900301876,-75.17649089740164
2500,SHARSWOOD ST,521332,5,39.97750973424233,-75.17680996088588
1400,N 25TH ST,521197,1,39.977628534287845,-75.17641506546276
1400,N 24TH ST,521204,2,39.97742392489991,-75.17482956718405
2300,STEWART ST,521217,1,39.977492188454235,-75.17400325921692
1400,N 22ND ST,521179,5,39.9773677500812,-75.17156374749163
1500,N 25TH ST,520530,1,39.97869518896582,-75.17617873597074
2400,W OXFORD ST,520477,4,39.97948558232789,-75.17519422882127
1500,N 26TH ST,520545,3,39.979073935148364,-75.17773877289311
1700,N 18TH ST,520449,14,39.98028735037673,-75.164106090878
1700,N 21ST ST,520409,5,39.98093157057802,-75.16912660386001
1800,W MONTGOMERY AVE,520351,1,39.98120360624377,-75.1651198332983
1700,N 19TH ST,520437,7,39.98048823310981,-75.16568284406348
1700,N GRATZ ST,521345,5,39.98038831744792,-75.16489396444189
1600,N GRATZ ST,521346,4,39.97891647894847,-75.16521657397031
2000,CECIL B MOORE AVE,520426,1,39.97997194082992,-75.16774846391927
1900,NICHOLAS ST,520475,3,39.97930835086764,-75.16674923143759
1700,N UBER ST,520431,4,39.9805903727642,-75.16646689657794
1700,N WOODSTOCK ST,520419,3,39.98077678005014,-75.16790991663352
2000,W MONTGOMERY AVE,520331,1,39.98150353342278,-75.1674121237459
1700,N 20TH ST,520425,3,39.980698692620315,-75.16725067523599
1900,MORSE ST,520313,6,39.98170214906041,-75.1658157583592
1800,N GRATZ ST,520350,5,39.98145227921383,-75.16466027153498
1800,W WILT ST,520304,3,39.98180044595437,-75.16498910107308
1900,W WILT ST,520293,2,39.98200898452815,-75.16575118291001
1800,N 19TH ST,520297,1,39.98190280839359,-75.16537258049948
1800,N 18TH ST,520355,10,39.98179301060428,-75.16377816764192
1700,W BERKS ST,520263,2,39.982486910522795,-75.16322192864183
1800,N GRATZ ST,520303,5,39.98219492490661,-75.16450348376517
1800,N UBER ST,520287,1,39.982457812679776,-75.16605650911058
1900,N 18TH ST,520211,1,39.98378405201575,-75.16334694691442
1700,W NORRIS ST,520196,1,39.983938411392636,-75.16250535949125
2000,N 18TH ST,520190,1,39.984261972828214,-75.16323854703782
1700,PAGE ST,520179,6,39.98438060878616,-75.16240582365461
2000,N VAN PELT ST,520159,4,39.985555376114824,-75.16894294595765
2000,N 21ST ST,520165,3,39.98545384439708,-75.16814176744766
1800,W BERKS ST,520260,2,39.98258909453071,-75.16401582047308
1800,W BERKS ST,520256,2,39.98269306825721,-75.16480177198069
1800,N 19TH ST,520292,3,39.98235098523617,-75.16527584896224
1800,N VAN PELT ST,520309,5,39.98255616517483,-75.16959010328945
2100,W BERKS ST,520237,1,39.983250803630646,-75.16903722032302
1800,N 21ST ST,520316,6,39.98244956317333,-75.16880296816409
2000,W BERKS ST,520243,1,39.98309784882041,-75.16792763487828
1900,W BERKS ST,520251,2,39.982902091669196,-75.16636756181481
1900,W BERKS ST,520254,1,39.982799815521076,-75.165581172355
1900,N 18TH ST,520259,2,39.98279930607952,-75.1635622496679
1900,W NORRIS ST,520183,4,39.9842958380276,-75.16525230723056
1900,W NORRIS ST,520180,3,39.98439440525922,-75.16603419649914
1900,N VAN PELT ST,520232,2,39.984048411312045,-75.16926837978271
1900,N 19TH ST,520234,1,39.98369327881104,-75.16498216176521
1900,N UBER ST,520231,5,39.98379052779698,-75.1657617584089
1900,MONUMENT ST,520235,2,39.98318796976951,-75.16549161043432
1900,N GRATZ ST,520255,6,39.983389914921354,-75.16424993462999
2000,N CLEVELAND ST,521587,5,39.984553084234236,-75.16371912290442
1800,FONTAIN ST,521586,1,39.98495954202852,-75.16335987963888
2000,N WOODSTOCK ST,520171,3,39.98529557620146,-75.16691830933215
2000,W NORRIS ST,520177,1,39.984485691875506,-75.16675157604094
1900,N WOODSTOCK ST,520242,1,39.983817033390494,-75.16753335879355
2000,N LAMBERT ST,520168,1,39.98536988509993,-75.16748606655025
1900,N 21ST ST,520236,1,39.98394790546326,-75.16847403046556
2000,W NORRIS ST,521419,3,39.98465236481487,-75.16797842793271
2000,N 20TH ST,520155,2,39.985112031039826,-75.1662782780641
1900,PAGE ST,520162,10,39.984794537585145,-75.16554402849418
2000,N 19TH ST,520141,2,39.985445912849826,-75.16459366412067
1900,FONTAIN ST,521579,4,39.985226514614446,-75.16545122995663
2000,N GRATZ ST,520185,3,39.98461043685375,-75.16419678357344
1800,FONTAIN ST,521581,1,39.98502891491262,-75.16392607823161
2000,N GRATZ ST,521588,4,39.98532634098159,-75.16368204343773
2000,N 20TH ST,520139,2,39.98565254898459,-75.16616793454311
1900,N 18TH ST,520238,3,39.98329239334482,-75.16345510714012
2100,W NORRIS ST,520166,1,39.9847455142609,-75.16870518568487
2100,N 18TH ST,520952,2,39.98641790031098,-75.16277018629441
2300,N GARNET ST,522076,6,39.98972887274361,-75.16424007011284
2300,N OPAL ST,522105,7,39.98978694814839,-75.16468879048497
2100,N UBER ST,521004,6,39.986650679497636,-75.16514922281023
1900,W SUSQUEHANNA AVE,520970,1,39.9874767047616,-75.16537210301613
2100,N 20TH ST,521002,6,39.986749149632125,-75.1659329184893
2100,N LAMBERT ST,520997,11,39.986902302788664,-75.16715345274275
2100,N VAN PELT ST,520991,10,39.98709100019843,-75.16860575617972
2100,N GRATZ ST,521589,4,39.9864425158793,-75.16357677978209
1900,W SUSQUEHANNA AVE,520971,1,39.98737522617223,-75.16458297136128
2100,N 19TH ST,521007,1,39.986544396772445,-75.16435353358251
1800,N 17TH ST,520369,7,39.98159251474163,-75.16220895785831
1800,N BOUVIER ST,520362,6,39.98169296236621,-75.16299176911363
1700,W MONTGOMERY AVE,520370,2,39.98089856613824,-75.16276014572523
1700,N BOUVIER ST,520455,6,39.980184429410265,-75.16332123596118
1700,N 15TH ST,520482,1,39.979680036613736,-75.15938934296607
1700,N 16TH ST,520472,3,39.9798795914723,-75.16096875759565
1700,N SYDENHAM ST,520478,3,39.97977617954128,-75.16017831877373
1600,N 15TH ST,520568,8,39.9782052826686,-75.15970768281034
1600,N 16TH ST,520561,7,39.978409666908966,-75.16129100946263
1600,N BOUVIER ST,520547,5,39.97871426451965,-75.16363774474569
1600,W OXFORD ST,520562,3,39.97775364108776,-75.16183243586136
1700,W OXFORD ST,520554,9,39.97795938478582,-75.16340054107272
1500,N 15TH ST,520604,2,39.97678958286279,-75.16002120617752
1400,N 15TH ST,521305,3,39.975395885592846,-75.16032180784464
1400,N SYDENHAM ST,521310,1,39.975492734553406,-75.16110688899083
1500,N 16TH ST,520600,3,39.97698774741945,-75.16159902119568
1400,N 16TH ST,521302,1,39.97559057240228,-75.16189594681005
1500,N 17TH ST,520596,6,39.97719456194232,-75.16316866366007
1400,N 17TH ST,521237,4,39.97579700730482,-75.16347228049845
1800,N 24TH ST,520282,9,39.98306235865677,-75.1735984294959
2400,W BERKS ST,520206,1,39.98384673926148,-75.1737200198849
1900,N 24TH ST,520205,5,39.984298771029835,-75.17333315199154
2400,W NORRIS ST,520140,3,39.98544742288747,-75.17419885919762
1900,N 24TH ST,520167,2,39.985044507028135,-75.17316616880089
2000,N 22ND ST,520157,1,39.98565770752817,-75.16974712292856
2000,N 25TH ST,521118,7,39.98627455539675,-75.17452998807022
2100,N 25TH ST,521406,1,39.988430395684254,-75.1740656361799
2100,W DAUPHIN ST,520976,1,39.989525002350014,-75.16860655143466
2100,N 22ND ST,520112,2,39.98749981831148,-75.16934262607015
2100,W SUSQUEHANNA AVE,520965,2,39.98791741422418,-75.16883328462652
2200,N 22ND ST,520101,3,39.98895676084237,-75.16903000735329
2400,W DAUPHIN ST,520079,2,39.990147905548596,-75.1734449050927
2300,N 25TH ST,520076,1,39.99035766004662,-75.17364558732763
2300,N VAN PELT ST,521557,7,39.990171318057584,-75.16769065471293
2300,N 22ND ST,520090,2,39.99006312180472,-75.16878970619872
2500,W GLENWOOD AVE,521401,1,39.98608006749473,-75.17747910260825
2600,W BERKS ST,522252,2,39.98489940512648,-75.17637907836426
2500,RIDGE DR,522251,5,39.98420450271047,-75.17659117215507
2700,RIDGE AVE,521132,1,39.98503180383652,-75.17846125018389
2500,PAGE ST,521138,2,39.98654575677762,-75.17585123737668
2000,N BAMBREY ST,521137,2,39.98672416581144,-75.17551198032074
2000,N STILLMAN ST,521139,3,39.98648145719242,-75.17508080201884
1800,N TANEY ST,521144,17,39.983624402112305,-75.17780263945782
1800,N 27TH ST,521143,15,39.98367594158684,-75.17836966181486
1800,N ETTING ST,521520,4,39.98374232803973,-75.1789032721929
1800,N MARSTON ST,521521,3,39.98380261776764,-75.17930961535109
2700,W BERKS ST,521148,1,39.98451613132884,-75.17894950559993
2600,W MONTGOMERY AVE,521112,2,39.98282733674779,-75.17772947752094
2700,W MONTGOMERY AVE,521110,1,39.982964179271754,-75.17879848914373
2700,W MONTGOMERY AVE,521109,2,39.98302881370568,-75.1792633783619
2700,W MONTGOMERY AVE,521108,3,39.98308774210737,-75.1797108147008
1800,N 28TH ST,521151,13,39.98386279408675,-75.17979090157488
1800,N NEWKIRK ST,521142,4,39.98373235069793,-75.18042286078767
2800,W MONTGOMERY AVE,521106,3,39.98321868237585,-75.18074786835916
1700,N 27TH ST,520276,5,39.98270568004549,-75.17858945007019
2700,W EYRE ST,521523,2,39.9825278084819,-75.17900862077711
2700,W EYRE ST,521522,5,39.982615468145475,-75.17971041050552
1700,N 28TH ST,520267,2,39.982887490780016,-75.17999941763641
1700,N 27TH ST,520353,5,39.98194248502958,-75.17875253460217
1700,N DOVER ST,521525,26,39.982483656711366,-75.18113438923945
1700,N 29TH ST,521066,14,39.98255972432795,-75.18174566094324
1700,N HOLLYWOOD ST,520321,11,39.98242856097328,-75.18240103848784
1700,N NEWKIRK ST,520334,23,39.98242079100706,-75.18069077784028
1700,N MARSTON ST,521524,11,39.982038098386205,-75.17949312828186
1600,N MARSTON ST,520433,2,39.98079640532108,-75.17973165381494
1700,N 28TH ST,520338,12,39.98212247695583,-75.18016222873267
2900,CECIL B MOORE AVE,520328,3,39.98183533682808,-75.18221796805493
1600,N 29TH ST,520388,2,39.981104123947496,-75.18206640747516
1600,N 29TH ST,520366,3,39.98155098929781,-75.18196611514789
2900,NICHOLAS ST,520367,24,39.98141239015246,-75.18282732858738
1600,N 27TH ST,520439,2,39.98069998316275,-75.17901981529008
1600,N 29TH ST,520412,1,39.980642972736604,-75.18216443235798
2900,W OXFORD ST,520413,2,39.98041731935094,-75.18251350816406
2900,W OXFORD ST,520411,3,39.98048351484175,-75.18304566406319
2900,W OXFORD ST,520407,4,39.98055485854174,-75.1835620093847
1500,N 30TH ST,520442,1,39.980339273682425,-75.18389699400993
2800,W OXFORD ST,520428,5,39.98021204606903,-75.1808656486778
1600,N 28TH ST,520427,3,39.980881856382446,-75.18043691355462
2700,W OXFORD ST,520440,4,39.98004420118959,-75.17952900280903
2800,W OXFORD ST,520418,1,39.98034115195699,-75.18191838991231
1600,N DOVER ST,521526,11,39.98100948200214,-75.18146099035609
2800,W OXFORD ST,520422,2,39.98027344682188,-75.18137771399861
2700,CECIL B MOORE AVE,520354,1,39.98145248062175,-75.17923374808322
1400,N 30TH ST,521174,27,39.97848297365406,-75.1842911875776
1400,N 27TH ST,521168,2,39.977881784794064,-75.17963292777848
1400,N ETTING ST,521538,7,39.97792979621569,-75.18001065479059
1400,N DOVER ST,521530,16,39.978198081119295,-75.18208027501771
1400,N MYRTLEWOOD ST,521542,6,39.97840864565826,-75.18373453283992
1400,N 28TH ST,521171,5,39.97806525877873,-75.18105463844074
1400,N NEWKIRK ST,521533,16,39.97813798791603,-75.1816103236066
1500,N 30TH ST,520500,9,39.97962636134118,-75.1840462900535
1500,N 27TH ST,520531,12,39.97928153741311,-75.17933016268135
1500,N MYRTLEWOOD ST,521541,23,39.979803482391254,-75.18343350359096
1500,N MARSTON ST,520524,2,39.979374575531295,-75.18003479712293
1500,N 28TH ST,520519,8,39.979462570486334,-75.18075144968695
1500,N DOVER ST,521527,18,39.979593514230025,-75.18177340312695
2900,W GLENWOOD AVE,520308,5,39.98249911778446,-75.18298726467232
1600,N 30TH ST,520352,1,39.98179602626843,-75.18359241003505
3000,REDNER ST,520443,13,39.9801857102916,-75.18474858552895
2900,CECIL B MOORE AVE,520322,1,39.981944571458996,-75.18311242967894
3200,CECIL B MOORE AVE,520291,2,39.98246747572311,-75.18712662097118
3100,CECIL B MOORE AVE,520302,1,39.98226736557578,-75.18558268401895
1600,N PATTON ST,822002,3,39.98195815086021,-75.18612024206666
3200,W SUSQUEHANNA AVE,520934,3,39.990126812829644,-75.18594785113382
3200,W SUSQUEHANNA AVE,520086,2,39.990103742418135,-75.18578099359374
2200,N 33RD ST,520083,2,39.99100533001063,-75.18654515297483
2100,N DOVER ST,521555,14,39.98853170142372,-75.17982532891604
2100,N 28TH ST,520930,23,39.988405501439686,-75.17879625191439
2200,N 28TH ST,520929,1,39.989591043404296,-75.17853988245967
2800,W FLETCHER ST,520933,1,39.9900963317356,-75.17926761381318
2300,N 27TH ST,520868,1,39.99096243698129,-75.17678262968785
2400,N 24TH ST,522027,2,39.99183625799864,-75.17167678975797
2300,W YORK ST,522029,4,39.99140341151506,-75.17127134892546
2400,W YORK ST,522065,2,39.99156762927032,-75.17255478120575
2500,W YORK ST,522034,3,39.99177786523967,-75.17415316829538
2500,W GORDON ST,522063,10,39.99102552364675,-75.17431715003669
2600,W GORDON ST,522104,13,39.99123450435582,-75.17590472460257
2600,W YORK ST,522037,1,39.99198446770758,-75.17574594115433
2400,N 25TH ST,522030,2,39.9927923591846,-75.17310922741487
2300,N 25TH ST,520069,5,39.990730246624594,-75.17356361399894
2400,W HAGERT ST,522031,7,39.992315039862156,-75.17239126325322
2300,W HAGERT ST,522028,21,39.99211533870986,-75.1708100872392
2500,W DAKOTA ST,520070,2,39.990638569688514,-75.17439939155571
2300,N 26TH ST,520068,2,39.99093698589263,-75.17515225338857
2300,N 26TH ST,520065,2,39.99132008732514,-75.17507397716214
2300,N 27TH ST,520867,3,39.99152201846537,-75.17665905145171
2400,W GORDON ST,522067,2,39.990824467462275,-75.17275227699736
2500,W ARIZONA ST,522064,3,39.99140193228309,-75.17423873041683
2300,N 25TH ST,521344,3,39.99148553522904,-75.17339761625634
3200,TURNER ST,521639,1,39.981840711838416,-75.1881261892967
3200,TURNER ST,520346,2,39.981731687560035,-75.18729293493338
3000,CLIFFORD ST,521546,3,39.9831895227054,-75.18428811190407
3200,CLIFFORD ST,520258,4,39.983213215130064,-75.18696199161148
3100,W BERKS ST,521081,4,39.98527527382893,-75.18473768609282
3000,W BERKS ST,521082,5,39.98520533757683,-75.18417617221057
3000,W BERKS ST,521083,1,39.98510438104327,-75.18338131630767
3000,W SEDGLEY AVE,521506,1,39.98410095742283,-75.18364089332243
1800,N 33RD ST,520194,5,39.98509712822217,-75.18782991395089
1800,N 33RD ST,520207,2,39.984337858000636,-75.18799405080856
1700,N 33RD ST,520252,1,39.9837593220829,-75.1881202985705
1900,N MYRTLEWOOD ST,521105,10,39.98571310414011,-75.18216821162198
1900,N 30TH ST,521095,7,39.9857772532281,-75.18271293589895
1900,N STANLEY ST,521104,7,39.985911558625546,-75.18372883873349
1900,N 31ST ST,521088,2,39.98598426213525,-75.18430083161945
1900,N NAPA ST,521102,20,39.98605311632015,-75.18485512493918
1900,N 29TH ST,521065,3,39.98607213498083,-75.18097442896762
2000,N 29TH ST,521064,1,39.986555894142654,-75.18086757258146
3000,W NORRIS ST,521076,2,39.986584432842164,-75.1830604549955
3000,W NORRIS ST,521075,1,39.98669048367796,-75.18385349547937
3000,FONTAIN ST,521099,9,39.98756590663877,-75.18314119682982
2100,N 31ST ST,520906,1,39.98853601053092,-75.18373806478799
2100,N 29TH ST,520924,1,39.98840145488081,-75.1804719272882
2900,EDGLEY ST,521501,1,39.988333761634955,-75.18131489281797
2100,N 30TH ST,520917,1,39.988614353396606,-75.18208453556478
2900,WESTMONT ST,520945,8,39.98868205229279,-75.18124156731997
3100,PAGE ST,520116,4,39.98730646262383,-75.18482484656886
2900,W NORRIS ST,521077,2,39.98648450861836,-75.1822863373601
2000,N 33RD ST,520108,1,39.9883793998835,-75.18711829214452
2900,W NORRIS ST,521078,1,39.98641756722476,-75.18175590852873
2900,W NORRIS ST,521079,1,39.986348397258155,-75.18121015510897
2900,W SEDGLEY AVE,521502,1,39.9856116512824,-75.18136141902791
1900,N HOLLYWOOD ST,521103,7,39.985887912769265,-75.18159714514516
2100,N NATRONA ST,521642,9,39.98931061251724,-75.18583368250063
3200,W SUSQUEHANNA AVE,521683,4,39.99004911863492,-75.18536025183502
2100,N CORLIES ST,520944,3,39.98900527879252,-75.1825760473968
3000,W SUSQUEHANNA AVE,520890,1,39.98963176974516,-75.18215361496988
2100,N STANLEY ST,520942,3,39.989233066998416,-75.18301309437003
3000,W SUSQUEHANNA AVE,520889,4,39.98969856452261,-75.18266527070705
2100,N 31ST ST,520905,1,39.98899774949554,-75.18364076318986
3200,W SUSQUEHANNA AVE,520935,4,39.99017840736278,-75.18635795719425
2300,TURNER ST,520460,6,39.97973718960975,-75.173502548537
2300,NICHOLAS ST,520424,10,39.98016937671795,-75.1734160657764
2400,NICHOLAS ST,521516,9,39.98039917201483,-75.17499585135052
2300,CECIL B MOORE AVE,520395,4,39.9806935722052,-75.17330348438357
2500,NICHOLAS ST,520401,8,39.980607464031465,-75.17658366103115
1600,N 26TH ST,520392,1,39.980955178436275,-75.1773311181867
2400,CLIFFORD ST,520349,4,39.98147101291177,-75.17476540584961
2300,RIDGE AVE,520361,2,39.98130924228333,-75.17341271371569
2600,W MONTGOMERY AVE,521113,2,39.98275733898304,-75.1772074505592
1700,N 26TH ST,520364,8,39.98196068492849,-75.17711046139061
2500,W MONTGOMERY AVE,521114,3,39.98269097910757,-75.17665252205964
2500,W MONTGOMERY AVE,521115,1,39.98262515522616,-75.1761411788448
1700,N 25TH ST,520333,6,39.98204854413358,-75.17545149177927
2300,W MONTGOMERY AVE,520286,1,39.982287868676245,-75.17348428243797
1700,N CROSKEY ST,520397,8,39.981251287375734,-75.17154231778048
1700,N 23RD ST,520318,2,39.98189043785538,-75.17221306924554
1700,N BONSALL ST,520360,1,39.98141560716127,-75.17273578684832
2300,W MONTGOMERY AVE,520295,3,39.982149952670895,-75.17244840939138
1800,N TAYLOR ST,521593,11,39.98319951675986,-75.17462048053518
1800,N 22ND ST,520305,3,39.982655751561836,-75.1704023600477
1900,N TAYLOR ST,521592,7,39.984340215857266,-75.17424384386536
1900,N TAYLOR ST,522119,1,39.98476237660342,-75.17354222293969
1800,N CROSKEY ST,520298,12,39.98275466182623,-75.17121521972933
1800,N BUCKNELL ST,521595,5,39.983001913179535,-75.17305367541755
1800,N RINGGOLD ST,520277,14,39.98314402002843,-75.17416536817682
1900,N CROSKEY ST,520226,13,39.9842489657551,-75.1708884317119
2200,W NORRIS ST,520158,2,39.984949363929566,-75.17031985804766
2200,W BERKS ST,520229,1,39.9834497979426,-75.17064898770677
2200,FONTAIN ST,521590,3,39.986034125073246,-75.17090820327245
1800,N 23RD ST,520294,9,39.982858901639624,-75.17200720184132
1900,N 23RD ST,520217,23,39.98435411150348,-75.17168223418253
2800,W OAKDALE ST,520806,1,39.99647885706128,-75.17787248649911
2900,W LEHIGH AVE,520646,3,39.99719533230587,-75.17969924937552
2500,W HUNTINGDON ST,520818,2,39.99476022722308,-75.17350176736572
2700,N DOVER ST,522096,5,39.997763700432834,-75.17781871283543
2900,W OAKDALE ST,521724,2,39.996599587475366,-75.17898183192013
2700,W LEHIGH AVE,521925,3,39.99674508223123,-75.17624634503395
2500,N MARSTON ST,521946,19,39.99441604330375,-75.17677009685355
2800,W CUMBERLAND ST,521944,1,39.993850216977044,-75.17842154266806
2800,W CUMBERLAND ST,521942,1,39.99392639650558,-75.17895166417367
2500,N HOLLYWOOD ST,520673,12,39.99478911911693,-75.17968007705791
2500,N 30TH ST,520665,18,39.994921594924165,-75.18072572208084
2500,N MYRTLEWOOD ST,520666,8,39.99485352327005,-75.18015428073001
